age,city,city_home,district,educ,encouraged,family_in_city,female,income,kms_to_home,length_residence,married,minority,more_at_home_village,num_calls_to_prior_residence,owns_home,owns_village_property,participates,plan_to_live,pol_active_village,political_efficacy,political_interest,recommend_live,reghelp,trust_city_gov,trust_nat_gov
26,Blueville,4,10,1,0,3,1,1000,191.7170647,4,1,0,4,21,0,0,3.376076953,50,0,2,1,1,0,1,3
34,Greenville,4,26,0,0,3,0,1600,20.25494126,21,1,1,4,0,1,1,3.383259472,45,0,1,2,0,0,3,3
26,Blueville,4,7,1,0,3,1,900,209.9601793,8,1,0,3,7,1,0,3.386617273,50,0,2,1,0,0,2,4
37,Greenville,4,85,1,1,1,0,1000,42.34246827,15,1,0,4,1,1,0,3.400851621,60,1,1,2,1,0,2,3
20,Blueville,4,16,1,1,3,1,800,116.5135256,20,1,0,4,7,0,1,3.403487089,100,0,3,2,1,0,2,3
28,Greenville,4,78,0,1,3,1,600,29.91164987,5,1,0,4,4,0,0,3.404098117,70,0,2,1,1,1,2,3
19,Blueville,4,51,1,1,3,1,800,102.8164997,25,1,0,4,7,1,1,3.432392872,10,0,4,1,1,0,2,3
25,Greenville,4,9,1,0,3,1,700,3.942456064,16,1,1,2,2,1,1,3.439647573,40,1,2,2,0,1,2,2
21,Blueville,4,45,1,1,0,0,NA,27.06430575,18,0,1,4,0,1,0,3.443584374,100,0,4,2,0,0,2,1
23,Greenville,4,77,1,0,3,1,900,0.804264688,3,1,0,4,2,1,0,3.454082448,50,0,4,1,1,0,4,4
24,Blueville,4,51,1,1,3,1,1400,201.4269985,21,1,0,3,2,1,0,3.455532446,70,0,3,1,1,1,3,4
21,Blueville,4,3,1,1,0,1,1200,6.451131032,35,0,0,3,2,1,1,3.462321542,20,0,4,1,1,1,3,2
25,Blueville,3,10,1,0,1,1,1000,67.83068834,3,1,0,4,21,0,0,3.465459097,80,0,2,1,1,0,2,4
19,Blueville,4,43,1,0,1,0,NA,173.3009828,4,1,0,3,7,1,1,3.467653944,60,0,3,1,1,0,1,1
20,Blueville,4,2,1,0,0,0,700,48.80105436,20,0,1,3,3,1,0,3.468563627,50,0,1,2,1,0,2,3
19,Blueville,4,45,1,1,0,1,600,166.8785619,23,0,0,1,12,1,0,3.476810666,80,0,2,2,1,1,4,4
35,Blueville,4,7,1,0,3,0,800,183.6239006,18,1,0,3,7,1,1,3.477117245,70,0,2,1,1,0,1,2
34,Greenville,4,26,0,0,3,1,1500,15.85285382,18,1,0,3,3,1,1,3.480577533,50,0,2,2,1,1,2,3
25,Blueville,4,7,1,0,3,1,1000,97.86819102,7,1,0,3,7,1,0,3.482409352,40,0,2,1,1,1,2,4
37,Greenville,4,71,1,0,3,0,NA,10.48479405,14,1,0,3,4,1,1,3.489745346,45,1,2,2,1,1,3,1
24,Blueville,4,83,1,1,3,1,1000,124.7809899,26,1,0,4,7,1,0,3.491987781,40,0,4,1,1,0,4,3
20,Greenville,4,73,1,0,3,1,1500,16.60156931,18,1,0,4,1,1,0,3.494853052,60,0,1,1,1,0,4,4
28,Blueville,4,84,1,0,0,0,2000,36.26412955,25,0,0,4,7,0,1,3.496619643,100,0,4,1,0,0,4,4
33,Blueville,4,7,1,0,3,0,1200,183.6184715,10,1,0,4,21,1,1,3.497208063,30,0,1,3,1,1,1,4
18,Greenville,4,77,1,0,0,0,600,127.0074403,26,0,0,1,1,0,0,3.497477862,100,0,4,1,1,1,2,2
19,Greenville,4,4,0,0,3,1,1200,83.87225851,3,1,0,4,7,0,1,3.50079338,60,0,3,1,1,0,3,4
24,Greenville,4,6,0,1,1,1,1000,8.360424544,16,1,0,2,2,1,0,3.504184528,70,0,3,2,0,1,2,2
36,Blueville,4,7,0,0,0,0,1800,90.8640487,8,1,1,3,7,1,1,3.505995332,30,0,2,3,0,1,2,3
23,Blueville,4,10,0,0,1,1,1000,37.40299559,2,1,0,3,8,0,1,3.506998835,100,0,1,1,1,1,2,2
30,Blueville,4,37,1,0,3,1,NA,66.12965558,20,1,0,1,2,1,0,3.507033212,40,0,4,1,1,1,2,1
29,Greenville,4,86,0,0,3,1,900,20.78855165,2,1,0,4,7,1,0,3.507993598,50,0,1,2,1,0,3,4
40,Greenville,4,21,0,1,3,0,600,17.60987104,15,1,0,4,8,0,1,3.510685187,50,1,1,1,1,0,3,2
38,Blueville,4,18,0,1,3,1,1000,128.6216973,13,1,0,3,5,1,1,3.514787525,30,0,3,2,1,0,2,2
20,Blueville,1,10,0,0,3,1,820,171.9277302,28,1,0,4,35,0,0,3.51973053,20,0,2,1,1,0,3,3
21,Blueville,3,22,1,0,0,0,1300,181.9628237,23,0,0,4,28,1,0,3.520736072,15,0,4,2,0,0,3,3
26,Greenville,4,46,1,0,0,0,1000,3.800326479,20,0,0,4,1,1,0,3.52102385,40,0,2,2,1,1,3,3
22,Blueville,4,23,1,1,0,0,1000,182.0469413,4,1,0,3,20,1,0,3.522087861,60,0,2,3,1,0,3,4
28,Blueville,4,10,1,0,3,0,1500,84.84105448,5,1,0,3,6,0,1,3.523560478,12,0,1,1,1,0,2,2
33,Blueville,4,24,0,1,1,1,1000,129.7223511,21,1,0,4,7,0,0,3.523758403,50,0,4,1,1,0,3,2
23,Blueville,4,72,1,1,3,1,1000,42.49779379,17,1,0,4,5,1,0,3.533112155,68,0,4,2,1,1,3,3
57,Greenville,4,13,0,0,3,0,NA,16.06440897,33,1,1,3,0,1,0,3.537843722,40,1,2,1,1,1,1,1
42,Greenville,4,8,1,1,3,1,NA,28.27567357,23,1,0,3,4,1,0,3.539179012,55,1,2,1,1,1,1,1
19,Blueville,4,35,1,0,0,0,1000,117.0696765,15,0,0,4,0,1,0,3.548733777,80,0,1,1,1,1,3,2
34,Blueville,4,3,0,1,3,1,700,89.8929258,20,1,0,1,7,1,0,3.55042901,5,0,4,1,1,0,2,4
24,Blueville,2,72,1,1,1,1,1100,91.0443533,13,1,0,1,12,0,0,3.551056785,20,0,4,1,1,1,1,4
19,Blueville,4,35,0,0,0,0,NA,196.6394881,17,0,0,1,5,1,0,3.554605152,60,0,4,1,1,0,2,1
23,Greenville,4,26,1,0,1,1,800,15.95383664,1,1,0,3,7,1,0,3.556336986,6,0,2,2,1,0,3,4
22,Greenville,4,73,1,0,1,1,800,25.36284607,3,1,0,2,4,1,0,3.557666268,50,0,3,1,0,1,1,2
21,Greenville,4,15,0,0,3,1,400,16.04476242,10,1,0,1,0,0,0,3.56304657,75,0,3,1,1,1,3,3
60,Greenville,4,59,0,1,0,1,NA,19.62239893,20,0,1,3,0,0,0,3.563809602,20,0,3,1,1,1,1,1
30,Blueville,4,40,0,1,3,1,1000,182.6108868,18,1,0,3,4,1,0,3.56479855,20,0,1,1,1,1,2,2
76,Greenville,4,33,0,1,3,0,NA,23.77115548,50,1,0,4,0,1,0,3.566707211,90,0,2,1,1,1,2,1
48,Blueville,4,45,0,1,2,1,900,166.8676392,20,0,1,3,12,0,1,3.568376806,50,1,2,1,1,1,2,3
23,Greenville,4,9,1,0,0,1,800,3.955880485,12,0,1,2,1,0,1,3.578061667,70,0,3,2,1,0,2,2
22,Blueville,4,82,0,1,3,1,1500,170.1041972,12,1,1,4,14,0,0,3.581209828,60,0,1,1,0,1,3,4
23,Greenville,4,57,0,0,0,1,600,16.1654009,10,0,0,3,1,1,0,3.581292646,100,0,3,2,1,1,2,2
24,Blueville,4,45,1,1,0,1,700,47.1609496,24,0,0,3,0,1,1,3.59726526,40,0,4,1,1,0,1,3
19,Greenville,4,85,1,1,0,0,600,20.69569773,18,0,0,3,0,1,0,3.60155941,70,0,4,2,1,0,2,4
21,Blueville,4,10,1,0,3,1,3000,198.6764365,3,1,0,3,7,1,0,3.610758948,20,0,1,1,0,1,2,2
26,Blueville,4,31,0,0,3,0,1000,33.3365554,14,1,0,1,3,0,1,3.617335784,100,0,1,1,0,1,2,2
31,Blueville,4,19,1,1,3,1,1500,3.924387606,20,1,0,4,3,1,0,3.61775971,100,0,2,1,1,1,1,2
22,Blueville,4,23,1,1,3,1,1000,97.22377976,21,1,0,3,3,1,0,3.620882877,25,0,1,1,1,0,2,2
24,Greenville,4,5,0,1,2,0,500,16.00460526,20,1,0,3,0,0,0,3.621286504,75,0,1,1,1,1,1,2
28,Blueville,4,40,1,1,3,0,1500,40.50661093,20,1,0,4,14,0,0,3.622358159,30,0,3,1,1,1,1,3
22,Blueville,3,10,1,0,0,0,800,84.82791146,28,0,0,2,21,0,0,3.622597817,6,0,2,2,1,0,2,4
20,Blueville,4,45,1,1,0,1,NA,129.2143492,21,0,1,3,2,1,1,3.630473262,20,0,3,1,0,1,1,1
29,Greenville,4,28,0,1,3,0,600,100.6533921,19,1,0,4,4,1,1,3.631462876,60,0,2,1,1,1,3,3
42,Greenville,4,33,0,1,3,1,500,55.82285185,18,1,0,3,3,1,1,3.633304284,40,0,3,2,1,0,2,3
44,Greenville,4,86,1,0,3,0,450,15.99953557,8,1,0,4,4,0,0,3.635522903,75,1,2,2,1,0,3,4
36,Blueville,4,55,0,0,3,1,600,37.29348076,34,1,0,3,21,1,1,3.636322184,40,1,2,2,0,1,1,4
26,Blueville,4,45,1,1,3,1,1500,40.64034086,38,1,1,3,18,1,0,3.643631546,100,0,4,2,1,0,2,4
37,Blueville,3,55,0,0,0,0,1000,169.9312162,18,1,0,2,21,1,1,3.651379676,50,0,2,1,1,0,3,4
19,Blueville,4,45,1,1,0,0,1500,160.6137675,3,0,0,1,7,1,0,3.65284237,40,0,4,2,1,0,2,3
36,Greenville,4,26,1,0,3,0,1600,19.36216706,10,1,0,3,4,1,1,3.655637006,30,0,3,2,1,0,2,3
31,Blueville,4,10,1,0,3,1,1500,25.01450488,30,1,0,3,8,0,1,3.659480485,50,0,1,1,0,0,2,2
38,Blueville,4,60,0,0,3,1,700,170.7271626,10,1,0,3,2,1,0,3.663143793,60,0,4,2,1,0,1,2
18,Greenville,4,28,0,1,3,1,1000,108.4054933,15,1,0,3,2,0,0,3.663499843,100,0,2,1,1,1,2,2
25,Blueville,4,2,1,0,1,1,1000,235.5395932,48,1,0,4,21,1,0,3.67143734,40,1,3,1,1,0,1,2
23,Blueville,4,51,1,1,3,1,1500,132.6456134,23,1,0,3,20,1,0,3.675378362,60,0,4,1,1,0,1,4
35,Blueville,4,24,1,1,3,0,800,112.9837483,19,1,0,4,7,0,0,3.678454298,10,0,4,1,1,1,2,3
19,Blueville,4,34,1,1,0,1,100,234.7749669,20,0,1,4,0,1,0,3.680334977,40,0,4,1,1,1,2,4
26,Greenville,4,85,1,1,3,1,800,4.903174725,10,1,1,2,2,0,0,3.681911194,50,0,4,2,1,0,2,2
35,Greenville,4,65,0,0,3,1,600,4.936632617,17,1,0,3,0,1,1,3.686080592,56,1,3,2,0,1,1,4
34,Greenville,4,9,1,0,3,0,600,19.23014618,16,1,1,2,2,0,1,3.687568287,50,1,2,2,1,0,2,2
33,Greenville,4,62,0,0,3,1,NA,16.51121738,33,1,0,2,1,0,0,3.689311216,40,0,3,1,1,1,1,1
73,Blueville,4,72,0,1,2,0,800,109.7393046,17,0,0,4,2,0,1,3.694502435,30,0,2,3,0,0,2,4
21,Blueville,4,16,1,1,0,0,1800,11.4898567,20,0,0,1,0,1,0,3.703798293,60,0,4,2,1,0,1,3
40,Greenville,4,78,0,1,2,1,NA,9.311963946,4,1,0,4,4,0,0,3.708139313,40,0,3,1,1,0,3,1
19,Blueville,4,72,1,1,0,1,1500,61.74070276,20,0,1,1,21,1,1,3.708410624,100,0,2,1,1,1,1,3
20,Greenville,3,81,1,0,0,0,300,16.25816248,17,0,0,1,0,0,1,3.710483171,30,0,3,2,1,0,3,4
52,Greenville,4,59,0,1,3,0,500,19.85755421,10,1,0,3,7,1,0,3.714608497,40,0,2,2,1,1,4,4
36,Greenville,4,21,1,1,3,0,2300,80.54920062,23,1,0,3,7,1,0,3.717791986,50,0,4,3,1,0,2,4
21,Greenville,4,28,0,1,0,0,1500,90.6200779,21,0,0,3,2,1,0,3.718826179,10,0,2,2,1,1,3,2
18,Greenville,4,69,1,1,0,1,500,15.98204966,16,0,1,3,5,0,0,3.718861415,45,0,1,1,0,0,3,4
22,Blueville,4,42,1,0,0,0,1000,50.42597509,19,0,1,4,14,0,0,3.72083206,60,0,2,1,0,1,2,3
24,Blueville,4,39,1,0,3,1,1000,172.7297181,2,1,1,4,21,0,0,3.720904341,50,0,1,2,0,1,2,3
20,Blueville,4,23,1,1,0,0,NA,100.6717619,20,0,1,4,0,1,1,3.722959894,6,0,3,1,0,0,2,1
24,Blueville,4,23,0,1,3,1,1500,117.9613044,5,1,0,4,7,1,1,3.726553595,50,0,4,1,1,1,4,4
21,Blueville,4,23,1,1,0,0,950,129.8805328,15,0,0,4,2,1,0,3.727630662,50,0,4,2,1,0,4,4
24,Blueville,4,72,1,1,0,1,600,35.02544485,24,0,1,3,21,1,0,3.731616122,100,0,2,2,1,1,1,2
20,Blueville,4,18,0,1,0,1,800,26.96136744,18,0,0,3,3,1,0,3.731812384,60,0,4,2,0,1,3,3
22,Blueville,4,10,1,0,0,0,1000,64.76597441,28,0,0,2,21,0,1,3.734458828,5,0,3,2,1,0,2,2
20,Blueville,4,39,1,0,3,1,1500,172.7223785,20,1,0,1,1,1,0,3.735675049,40,0,4,2,1,1,1,3
20,Blueville,4,45,1,1,1,1,2000,25.40800545,43,1,0,3,5,1,1,3.73618905,60,0,2,1,1,0,2,3
25,Blueville,4,7,1,0,3,1,700,209.9549652,4,1,0,1,28,1,0,3.736195457,75,0,4,1,1,1,3,4
31,Blueville,4,24,1,1,3,0,1000,129.7165539,21,1,0,3,21,1,1,3.736225216,10,1,3,1,0,0,2,2
35,Blueville,4,24,1,1,3,1,500,30.38505988,18,1,0,1,14,1,0,3.739699357,60,0,4,1,1,1,3,3
42,Greenville,4,78,1,1,3,0,1500,14.06757654,2,1,1,1,7,1,0,3.743578479,45,0,3,1,1,0,3,4
30,Greenville,4,26,0,0,3,0,1200,20.2420941,18,1,1,4,4,0,1,3.745970677,50,0,2,1,1,0,3,3
20,Blueville,2,51,1,1,0,1,1000,118.0401969,21,0,0,3,3,1,0,3.751446296,12,0,1,1,0,1,2,3
19,Blueville,4,83,1,1,0,0,2000,105.0574352,30,0,0,4,21,1,0,3.752330824,80,0,3,1,0,0,1,3
29,Greenville,4,75,1,1,3,0,NA,7.33136482,10,1,0,3,4,0,0,3.754959718,30,0,2,2,1,0,3,1
22,Greenville,4,48,1,1,0,0,800,18.76657399,16,0,0,3,0,1,0,3.76228979,90,0,2,2,1,0,1,3
33,Greenville,4,74,0,1,3,1,600,16.52880318,3,1,0,1,0,0,0,3.764313884,50,0,4,1,1,0,3,4
42,Greenville,4,80,1,1,3,0,600,16.27949199,12,1,0,3,2,0,0,3.764987421,100,1,2,2,1,0,2,4
30,Blueville,4,83,1,1,0,0,700,110.5045543,28,0,0,4,7,1,1,3.770006312,20,0,4,2,0,0,2,3
20,Blueville,3,10,1,0,0,0,1000,30.13261724,28,0,0,3,21,0,1,3.771118376,50,0,3,2,0,0,1,3
35,Greenville,4,59,0,1,3,1,600,8.792690178,28,1,0,3,0,0,1,3.771736252,35,1,2,2,0,0,1,3
20,Blueville,4,3,1,1,1,1,800,58.26729659,3,1,0,4,7,1,0,3.777841101,50,0,4,1,1,0,2,3
39,Greenville,3,76,0,0,3,1,500,20.40691078,20,1,1,3,4,0,0,3.778117472,50,1,2,2,1,0,2,2
22,Blueville,4,18,0,1,0,1,1200,33.88574586,40,0,0,3,3,1,1,3.779796667,40,1,2,2,0,1,2,2
22,Greenville,4,73,1,0,3,1,700,19.17994181,13,1,1,3,2,1,0,3.779922559,100,1,3,2,1,1,3,4
36,Blueville,4,39,0,0,3,0,1200,73.53037313,16,1,0,1,10,0,0,3.781024163,50,0,1,1,0,0,3,2
19,Blueville,4,7,1,0,0,0,500,129.9445007,4,0,0,4,7,1,1,3.782340157,2,0,3,2,0,0,1,3
35,Blueville,4,18,0,1,2,1,500,98.07437866,16,0,0,3,2,1,0,3.783991761,30,0,2,2,0,1,2,3
27,Greenville,4,57,0,0,3,0,500,20.31108644,13,1,0,2,1,0,1,3.789608002,100,1,3,2,0,1,3,3
39,Blueville,4,7,0,0,3,1,800,113.3061195,13,1,0,3,5,1,0,3.79110132,5,0,2,1,1,0,2,4
19,Greenville,4,26,1,0,3,0,1300,15.90819822,4,1,0,4,0,1,0,3.791644165,60,0,2,2,0,1,4,3
22,Blueville,4,49,1,1,3,1,NA,176.7969779,3,1,0,4,7,1,0,3.797140848,100,0,4,1,0,1,1,1
41,Blueville,3,43,0,0,3,1,700,39.8165439,10,1,0,3,4,0,1,3.801342151,40,0,1,1,1,1,3,2
25,Blueville,4,10,1,0,3,1,1500,29.98363294,33,1,0,4,21,1,0,3.81149564,40,0,4,1,0,0,2,4
19,Greenville,4,65,1,0,0,1,700,4.921136931,11,0,0,2,1,0,1,3.811750969,1,0,3,2,0,1,1,3
27,Blueville,4,18,0,1,3,1,1200,55.95774956,48,1,0,2,0,1,0,3.811762324,50,0,3,2,1,1,2,2
21,Blueville,4,7,1,0,0,1,700,118.0782057,5,0,0,4,7,1,1,3.811893108,5,0,3,2,1,1,2,3
18,Greenville,4,85,1,1,0,0,500,17.03403299,17,0,1,3,0,0,0,3.820485759,50,0,2,2,1,0,2,4
26,Blueville,4,45,1,1,0,0,1500,199.0583774,22,0,0,3,6,1,0,3.821111792,50,0,2,2,1,1,2,4
30,Greenville,4,32,0,0,3,1,NA,18.75401469,18,1,0,4,10,0,0,3.824681906,50,1,2,1,1,0,2,1
19,Greenville,4,69,0,1,0,0,500,23.75395922,12,0,1,3,7,1,0,3.827923772,80,0,3,2,0,0,3,3
35,Greenville,4,58,0,1,3,1,4500,19.74309782,26,1,0,1,0,1,0,3.83056915,60,0,4,1,1,1,4,4
19,Blueville,4,49,1,1,0,0,1000,107.620433,15,1,0,1,4,0,0,3.835868302,100,0,4,1,1,0,2,4
20,Blueville,4,45,1,1,0,1,1500,14.97294114,20,0,0,3,3,1,0,3.839617024,80,0,3,2,1,1,3,2
57,Blueville,4,24,0,1,1,0,800,27.66095189,21,1,0,2,3,1,1,3.840642692,60,0,2,2,0,0,3,2
28,Blueville,3,10,0,0,3,1,1500,25.0211137,10,1,0,4,14,0,0,3.844696015,10,0,4,1,0,1,2,4
40,Blueville,3,72,0,1,3,1,800,129.4915411,19,1,0,4,7,1,1,3.845540388,100,0,2,2,0,0,1,3
22,Blueville,4,24,1,1,0,0,700,132.5777248,34,0,0,3,7,1,0,3.847301218,5,0,4,1,0,0,2,2
28,Greenville,3,9,0,0,3,1,900,3.953636385,1,1,1,1,0,0,0,3.848149373,60,0,4,1,1,0,4,4
19,Greenville,4,59,0,1,0,0,NA,4.627863876,10,0,1,2,4,1,0,3.849640971,80,0,2,2,1,0,3,1
23,Blueville,4,72,1,1,0,1,1000,91.04517006,22,0,0,1,12,0,0,3.852862631,80,0,3,1,1,1,1,2
32,Greenville,4,73,0,0,1,0,1800,16.60885313,18,1,0,3,4,0,1,3.862036669,40,1,2,2,1,1,2,4
30,Blueville,4,56,0,1,3,0,900,170.1013694,21,1,1,4,7,0,0,3.864343827,100,1,4,2,1,1,1,4
39,Greenville,4,52,1,1,3,1,NA,187.9177024,21,1,1,1,4,1,0,3.865376219,70,1,4,1,1,0,3,1
23,Greenville,4,65,1,0,1,1,1500,42.57774501,2,1,0,4,5,1,0,3.866866365,70,0,3,1,1,0,2,4
20,Blueville,4,72,1,1,0,1,1200,29.52646679,20,0,0,3,2,1,0,3.872500296,100,0,3,1,0,1,1,4
21,Blueville,4,72,1,1,0,1,400,75.93103644,2,0,1,4,21,0,0,3.876855247,40,0,2,2,1,0,2,2
24,Blueville,4,45,1,1,1,1,700,160.6170669,4,1,0,1,14,1,0,3.877284588,40,0,4,1,0,0,3,4
36,Blueville,1,7,0,0,0,0,900,97.87059492,31,1,0,1,14,1,0,3.880662405,2,0,4,1,1,1,3,4
19,Blueville,4,20,1,0,0,1,800,127.3386351,9,0,0,1,3,1,1,3.883476159,100,0,2,2,0,0,4,4
28,Blueville,4,10,0,0,3,0,1000,38.66968948,15,1,0,3,12,1,1,3.887478253,100,0,1,1,1,1,2,2
32,Blueville,4,7,1,0,3,1,1200,113.3059488,15,1,0,1,14,1,0,3.890161891,50,0,4,1,0,1,3,3
29,Blueville,3,7,1,0,3,1,1200,45.52789003,29,1,0,2,5,1,0,3.895437057,20,0,1,2,1,1,3,4
35,Blueville,4,10,0,0,3,0,1500,100.3170388,23,1,0,3,5,0,1,3.895676151,100,0,1,1,0,1,2,2
19,Blueville,4,42,1,0,3,1,600,169.676738,3,1,0,2,25,1,1,3.899775545,30,0,2,1,1,0,2,3
46,Greenville,4,79,0,0,2,1,600,5.468430474,18,1,1,3,0,1,0,3.899996101,40,0,2,2,0,0,2,2
26,Greenville,4,13,1,0,0,0,1200,20.08491736,21,0,0,4,0,1,0,3.902658035,55,0,3,2,0,0,1,4
26,Blueville,4,24,1,1,0,0,800,180.7789969,21,1,0,4,5,0,1,3.905228742,15,0,2,2,1,1,3,4
19,Blueville,4,7,1,0,0,0,900,117.6944796,17,0,0,1,7,1,0,3.905643919,100,0,4,1,1,1,3,4
57,Greenville,4,32,1,0,1,1,1000,16.29786686,8,1,0,3,0,1,0,3.906184769,30,0,3,1,0,0,4,3
22,Greenville,4,85,1,1,0,1,700,4.903360449,13,0,0,2,2,0,1,3.909838518,50,0,3,2,1,0,2,3
20,Blueville,4,45,0,1,0,0,600,25.40790585,20,0,0,1,2,1,1,3.910130455,70,0,1,3,1,0,2,4
21,Blueville,4,61,1,1,3,1,900,192.5182333,17,1,0,1,2,1,0,3.910682061,60,0,3,1,1,0,4,4
21,Blueville,4,63,0,0,3,1,NA,4.132759301,3,1,0,4,3,1,0,3.911876958,70,0,2,1,1,1,1,1
23,Blueville,4,7,1,0,3,1,1000,132.8546358,6,1,0,4,7,0,1,3.914348047,1,0,3,1,0,1,2,3
50,Greenville,4,57,1,0,3,0,800,4.439727799,13,1,0,3,2,0,1,3.919164833,100,1,2,2,1,1,1,3
22,Blueville,4,3,1,1,3,1,1000,8.434739563,6,1,0,3,2,1,0,3.919474932,40,0,4,1,1,0,2,3
30,Blueville,4,49,0,1,3,1,700,181.9632382,6,1,0,3,14,1,0,3.91970213,100,0,2,1,1,0,4,2
18,Blueville,4,45,1,1,0,0,2000,206.8476448,12,0,1,1,7,1,0,3.921817247,40,0,4,1,1,0,3,2
35,Blueville,4,29,0,1,3,1,1000,25.49861734,10,1,0,4,5,1,1,3.926299308,60,0,2,1,1,1,3,3
18,Blueville,4,45,1,1,0,0,2200,119.2983247,15,0,0,3,5,1,1,3.927403584,100,0,2,2,1,0,3,4
21,Blueville,4,45,1,1,0,0,800,39.63762773,9,0,0,3,3,1,0,3.928090198,70,0,4,2,1,1,2,3
27,Blueville,4,45,1,1,0,0,3500,79.6965871,20,0,0,3,8,1,0,3.929627525,70,0,2,2,1,1,2,4
33,Greenville,4,32,0,0,3,0,800,10.06023982,10,1,1,3,7,1,0,3.9303128,50,1,2,1,1,1,2,4
20,Blueville,4,43,1,0,0,0,NA,183.827719,18,0,1,4,5,1,1,3.934058086,40,0,4,2,0,1,3,1
19,Blueville,4,72,1,1,0,0,800,11.89355877,20,0,0,1,5,1,0,3.934264443,100,0,4,2,1,0,4,4
30,Blueville,4,45,1,1,3,1,700,64.03670342,3,1,1,3,25,0,0,3.935554872,100,1,3,1,1,1,4,4
32,Greenville,4,46,1,0,3,1,500,17.03132676,10,1,0,3,6,1,0,3.94039335,100,0,2,2,1,1,1,4
25,Blueville,4,10,1,0,0,1,800,25.00672992,28,0,0,3,30,1,0,3.940747922,40,0,2,2,0,1,1,3
20,Blueville,4,10,1,0,0,1,2000,25.02681769,22,0,0,3,4,1,0,3.94684532,100,0,1,1,1,0,2,2
26,Blueville,4,10,1,0,3,1,1200,100.1859578,20,1,0,4,21,1,0,3.948116326,40,0,3,1,1,1,1,2
25,Greenville,4,71,1,0,3,1,700,178.5696117,16,1,0,3,2,1,0,3.950711363,100,0,2,1,1,0,3,2
37,Blueville,4,45,0,1,3,1,1100,40.63737203,12,1,0,1,14,1,0,3.954176584,100,0,4,1,0,0,3,4
19,Greenville,4,11,1,1,0,0,NA,14.6723024,10,0,1,3,4,1,0,3.954432448,50,0,2,2,1,1,1,1
23,Blueville,4,43,1,0,0,1,NA,86.67508787,19,0,0,4,21,1,0,3.965585643,50,0,3,1,1,0,3,1
27,Greenville,4,78,0,1,3,0,600,26.50967658,2,1,0,3,7,0,0,3.971366255,10,0,3,2,1,0,3,3
23,Greenville,4,58,1,1,0,0,600,20.58755104,23,0,1,2,2,1,0,3.972653125,40,0,2,2,1,1,3,3
22,Blueville,4,43,1,0,3,0,1500,154.7848381,18,1,0,1,4,1,0,3.97406282,40,0,4,2,1,0,1,4
32,Blueville,4,60,1,0,3,1,1200,95.52420847,15,1,0,2,0,0,1,3.975815574,100,0,1,1,1,0,1,4
32,Blueville,4,66,0,1,3,1,400,13.33367296,2,1,1,1,0,0,0,3.976068619,40,0,1,1,1,1,3,4
21,Greenville,4,65,1,0,0,1,700,20.84547525,13,0,1,2,0,0,0,3.976969627,6,0,3,2,1,1,2,2
26,Blueville,4,16,1,1,3,1,NA,116.5004317,17,1,0,1,14,0,0,3.990441633,10,0,4,1,0,1,2,1
26,Blueville,4,24,1,1,3,1,1200,163.3989226,21,1,0,3,20,0,0,3.991576835,40,0,4,1,1,0,3,3
27,Blueville,4,10,0,0,3,1,1000,14.67361579,10,1,0,4,7,0,1,3.997125697,30,0,3,1,1,0,2,4
37,Greenville,4,48,0,1,3,0,800,16.48262347,14,1,0,4,0,1,0,3.998694675,40,1,1,1,1,0,1,2
20,Greenville,4,25,1,1,0,1,600,0.477182649,48,1,0,1,0,1,0,4.00137943,60,1,2,2,1,0,2,3
23,Blueville,4,60,0,0,3,1,700,96.09226376,23,1,0,1,0,1,0,4.002985291,100,0,3,1,1,0,3,3
30,Blueville,4,24,0,1,3,1,NA,173.3829742,8,1,0,4,12,0,0,4.008508002,10,0,2,1,0,1,3,1
23,Greenville,3,85,0,1,3,1,500,14.85512544,8,1,0,3,3,1,1,4.010810699,10,0,4,2,0,0,3,4
20,Blueville,4,54,1,1,0,1,1200,24.66943877,30,0,0,3,3,1,1,4.010853056,50,0,2,2,1,0,3,3
34,Blueville,4,10,1,0,2,0,1000,34.96622536,13,1,0,2,21,0,0,4.012506711,60,0,2,2,1,0,1,3
30,Greenville,4,86,0,0,1,1,800,16.01790946,5,1,1,3,4,1,0,4.016426011,60,0,2,2,1,1,1,2
26,Blueville,4,45,1,1,1,1,1000,14.27842337,20,1,0,3,7,1,0,4.022239328,50,0,2,1,1,0,3,4
21,Greenville,4,58,1,1,0,0,1000,4.696229665,16,0,1,4,0,1,0,4.023094862,40,0,3,2,1,1,3,2
19,Blueville,4,50,1,0,0,1,900,100.6731975,17,0,0,1,2,0,0,4.023590409,60,0,4,1,1,0,2,4
19,Blueville,3,60,1,0,0,1,1000,128.9204966,19,0,0,3,7,1,1,4.026591817,2,0,1,2,1,0,1,3
39,Greenville,4,32,0,0,3,0,NA,10.01019256,2,1,0,3,7,1,0,4.029140671,100,0,1,1,1,0,1,1
31,Blueville,4,84,0,0,3,1,800,126.7865739,9,1,0,4,7,0,1,4.031490902,15,0,4,1,1,0,3,3
21,Greenville,3,25,1,1,3,1,1500,38.39957693,6,1,0,4,7,1,0,4.034960977,35,0,2,2,1,1,3,3
21,Blueville,4,40,1,1,0,0,1000,40.51605278,30,0,0,4,21,1,0,4.037194287,60,0,4,1,1,1,3,3
34,Blueville,4,72,0,1,3,1,1000,226.2024387,19,1,1,4,18,1,0,4.038901759,100,1,4,1,0,0,1,4
